id,so,so_date,so_del_date,code,qty,closed,act_disp_qty,act_disp_date,rate,currency,customer
,17021823,07/28/2018,11/23/2018,FB58802500EX,100,1,100,,20.74,USD,LASCO
,17021823,07/28/2018,11/23/2018,FB58602500EX,100,1,100,,20.02,USD,LASCO
,17021823,07/28/2018,11/23/2018,FB58809000EX,450,1,450,,16.13,USD,LASCO
,17021823,07/28/2018,11/23/2018,FB59017000EX,808,1,808,,28.42,USD,LASCO
,17021823,07/28/2018,11/23/2018,FB59002500EX,70,1,70,,21.46,USD,LASCO
,17021823,07/28/2018,11/23/2018,FB59413000EX,279,1,279,,15.1,USD,LASCO
,17021823,07/28/2018,11/23/2018,FB59402500EX,70,1,70,,29.52,USD,LASCO
,17021823,07/28/2018,11/23/2018,FB59202500EX,70,1,70,,25.2,USD,LASCO
,Nov-plan,10/08/2018,11/23/2018,FB23010001MN,2000,1,2000,,,USD,Myanmar
,Nov-plan,10/08/2018,11/23/2018,FB23020000EX,3300,1,3300,,,USD,Myanmar
,Nov-plan,10/08/2018,11/23/2018,FC25015000MN,100,1,100,,,USD,Myanmar
,Nov-plan,10/08/2018,11/23/2018,FC25010000MN,875,1,875,,,USD,Myanmar
,17022223,09/20/2018,11/27/2018,FB50512500EX,348,1,348,,26.1,USD,Dtales
,17022228,09/22/2018,11/27/2018,FB27002800EX,209,1,209,,57.6,USD,Plak Smacker
,17022234,09/28/2018,11/28/2018,FB28013000EX,270,1,270,,14.51,USD,NWI
,17022234,09/28/2018,11/28/2018,FB55001700EX,192,1,192,,45.49,USD,NWI
,17022234,09/28/2018,11/28/2018,FB55102400EX,180,1,180,,77.18,USD,NWI
,17022234,09/28/2018,11/28/2018,FB30001700EX,352,1,352,,41.08,USD,NWI
,17022234,09/28/2018,11/28/2018,FB280078C0EX,336,1,336,,23.97,USD,NWI
,17021774,08/10/2018,11/30/2018,FM07112000GC,150,1,150,,,USD,Qatar
,17021774,08/10/2018,11/30/2018,FM07312000GC,150,1,150,,,USD,Qatar
,17021774,08/10/2018,11/30/2018,FM07412000GC,150,1,150,,,USD,Qatar
,RDPNov-w4,10/08/2018,11/30/2018,FC250050,1413,1,1413,,0,USD,Domestic
,RDPNov-w4,09/07/2018,11/30/2018,FB226C1001,277,1,277,,0,USD,Domestic
,RDPNov-w4,11/01/2018,11/30/2018,FB100C5001,500,1,500,,0,USD,Domestic
,RDPNov-w4,11/01/2018,11/30/2018,FB15005013,600,1,600,,0,USD,Domestic
,RDPNov-w4,11/01/2018,11/30/2018,FB150C10,1000,1,1000,,0,USD,Domestic
,RDPNov-w4,11/01/2018,11/30/2018,FB138C5001,1000,1,1000,,0,USD,Domestic
,17022325,10/05/2018,12/04/2018,FB28004300EX,504,1,504,,12.57,USD,NWI
,17022325,10/05/2018,12/04/2018,FB28013000EX,270,1,270,,14.51,USD,NWI
,17022325,10/05/2018,12/04/2018,FB30212200EX,480,1,480,,8.96,USD,NWI
,17022325,10/05/2018,12/04/2018,FB30002400EX,240,1,240,,48.64,USD,NWI
,17022325,10/05/2018,12/04/2018,FB55102400EX,180,1,180,,77.18,USD,NWI
,17022325,10/05/2018,12/04/2018,FB30805600EX,360,1,360,,55.4,USD,NWI
,17022240,10/10/2018,12/05/2018,FB160150GCZ,553,1,553,,24.72,USD,Tomas Rebicek
,17022240,10/10/2018,12/05/2018,FB262100W0EX,348,1,348,,13.74,USD,Tomas Rebicek
,17022772,10/27/2018,12/05/2018,FB57307800EX,800,1,800,,21.25,USD,Dynarex Corp
,17022225,09/20/2018,12/06/2018,FB274062EX,348,1,348,,36,USD,Thornton
,17022380,10/10/2018,12/07/2018,FB24510000EX,250,1,250,,12.8,USD,Olman LLC
,17022380,10/10/2018,12/07/2018,FB248100H0EX,200,1,200,,14.5,USD,Olman LLC
,17022380,10/10/2018,12/07/2018,FB246100W0EX,150,1,150,,15.5,USD,Olman LLC
,17022380,10/10/2018,12/07/2018,FB24910000CA,250,1,250,,13.5,USD,Olman LLC
,17022380,10/10/2018,12/07/2018,FB247100B0EX,150,1,150,,13,USD,Olman LLC
,17022380,10/10/2018,12/07/2018,FC25010000RU,1200,1,1200,,28.8,USD,Olman LLC
,17022380,10/10/2018,12/07/2018,FB23010000RU,335,1,335,,32.4,USD,Olman LLC
,4501704044,09/24/2018,12/07/2018,FB05002500AF,400,1,400,,,USD,Nigeria
,4501704044,09/24/2018,12/07/2018,FB05005000AF,2400,1,2400,,,USD,Nigeria
,4501713665,10/10/2018,12/07/2018,FC25010000UK,234,1,234,,0,USD,UK
,RDPDec-w1,11/03/2018,12/07/2018,FB100C5001,500,1,500,,0,USD,Domestic
,RDPDec-w1,11/03/2018,12/07/2018,FB15005013,300,1,300,,0,USD,Domestic
,RDPDec-w1,11/03/2018,12/07/2018,FB150C10,1000,1,1000,,0,USD,Domestic
,RDPDec-w1,11/03/2018,12/07/2018,FC250C10N,1500,1,1500,,0,USD,Domestic
,4501711132,10/08/2018,12/08/2018,FB22820000US,600,1,600,,,USD,Namaste
,4501711132,10/08/2018,12/08/2018,FC22120000UC,250,1,250,,,USD,Namaste
,17022327,10/06/2018,12/10/2018,FB280043C0EX,800,1,800,,15.53,USD,NWI
,17022327,10/06/2018,12/10/2018,FB28002400EX,528,1,528,,48.64,USD,NWI
,17022327,10/06/2018,12/10/2018,FB30212200EX,480,1,480,,8.96,USD,NWI
,17022378,10/04/2018,12/10/2018,FB29913000EX,200,1,200,,17.67,USD,NWI
,17022378,10/04/2018,12/10/2018,FB29902400EX,198,1,198,,65.76,USD,NWI
,17022378,10/04/2018,12/10/2018,FB29902401EX,192,1,192,,67.21,USD,NWI
,17022378,10/04/2018,12/10/2018,FB39108500EX,288,1,288,,21.17,USD,NWI
,17022378,10/04/2018,12/10/2018,FB32702400EX,216,1,216,,16.99,USD,NWI
,17022378,10/04/2018,12/10/2018,FB30212200EX,1440,1,1440,,8.96,USD,NWI
,17022286,10/17/2018,12/11/2018,FB30212200EX,2160,1,2160,,8.96,USD,NWI
,17022286,10/17/2018,12/11/2018,FB30805600EX,432,1,432,,55.4,USD,NWI
,17022286,10/17/2018,12/11/2018,FB55001700EX,192,1,192,,45.49,USD,NWI
,17022286,10/17/2018,12/11/2018,FB28018100EX,462,1,462,,15.4,USD,NWI
,17022243,10/19/2018,12/12/2018,FB84107500EX,417,1,417,,44.64,USD,Market Wise
,17022672,10/23/2018,12/13/2018,FB47218101EX,3200,1,3200,,8.33,USD,Delta Int Trade
,17022672,10/23/2018,12/13/2018,FB47211301EX,1000,1,1000,,4.92,USD,Delta Int Trade
,17022672,10/23/2018,12/13/2018,FB47418101EX,4000,1,4000,,8.33,USD,Delta Int Trade
,17022672,10/23/2018,12/13/2018,FB47612200EX,1000,1,1000,,8.15,USD,Delta Int Trade
,RDPDec-w2,11/03/2018,12/14/2018,FB100C5001,500,1,500,,0,USD,Domestic
,RDPDec-w2,11/03/2018,12/14/2018,FB150C10,1000,1,1000,,0,USD,Domestic
,Dec-plan,10/08/2018,12/15/2018,FB050025A0EX,120,1,120,,0,USD,Myanmar
,Dec-plan,10/08/2018,12/15/2018,FB050050A0EX,146,1,146,,0,USD,Myanmar
,Dec-plan,10/08/2018,12/15/2018,FB050100A0EX,506,1,506,,0,USD,Myanmar
,Dec-plan,10/08/2018,12/15/2018,FB23005001MN,1300,1,1300,,0,USD,Myanmar
,Dec-plan,10/08/2018,12/15/2018,FB23010001MN,3612,1,3612,,0,USD,Myanmar
,Dec-plan,10/08/2018,12/15/2018,FC25005000MN,748,1,748,,0,USD,Myanmar
,Dec-plan,10/08/2018,12/15/2018,FM05304000MN,261,1,261,,0,USD,Myanmar
,Dec-plan,10/08/2018,12/15/2018,FM06304000MN,181,1,181,,0,USD,Myanmar
,Dec-plan,10/08/2018,12/15/2018,FM06404000MN,155,1,155,,0,USD,Myanmar
,Dec-plan,10/08/2018,12/15/2018,FC25010000MN,328,1,328,,0,USD,Myanmar
,Dec-plan,10/08/2018,12/15/2018,FC25015000MN,975,1,975,,0,USD,Myanmar
,Dec-plan,10/08/2018,12/15/2018,FC25020000MN,2164,1,2164,,0,USD,Myanmar
,Dec-plan,10/08/2018,12/15/2018,FB23020000EX,3217,1,3217,,0,USD,Myanmar
,17021096,06/15/2018,12/17/2018,FB51411700EX,252,1,252,,179,USD,AUROMERE INC.
,17021096,06/15/2018,12/17/2018,FB51511700EX,108,1,108,,190,USD,AUROMERE INC.
,17022173,10/11/2018,12/17/2018,FB43213000EX,480,1,480,,10.71,USD,NWI
,17022173,10/11/2018,12/17/2018,FB30004300EX,504,1,504,,12.57,USD,NWI
,17022173,10/11/2018,12/17/2018,FB30007800EX,210,1,210,,21.11,USD,NWI
,17022173,10/11/2018,12/17/2018,FB30002400EX,240,1,240,,48.64,USD,NWI
,17022173,10/11/2018,12/17/2018,FB30001700EX,352,1,352,,41.08,USD,NWI
,17022239,10/10/2018,12/17/2018,FB29901701EX,216,1,216,,64.05,USD,NWI
,17022239,10/10/2018,12/17/2018,FB29904301EX,216,1,216,,17.76,USD,NWI
,17022239,10/10/2018,12/17/2018,FB30212200EX,3000,1,3000,,8.96,USD,NWI
,17022239,10/10/2018,12/17/2018,FB30805600EX,288,1,288,,55.4,USD,NWI
,17022724,10/25/2018,12/17/2018,FB35312500EX,380,1,380,,29.52,USD,Karsten Intl 
,17022572,10/22/2018,12/19/2018,FB23010000FR,350,1,350,,67.68,USD,Kerala Nature
,17022572,10/22/2018,12/19/2018,FB23001700FR,105,1,105,,52.8,USD,Kerala Nature
,4501684706L5,07/25/2018,12/19/2018,FM01102500GC,1250,1,1250,,0,USD,Naturalle
,17022237,10/09/2018,12/20/2018,FC25010000QT,600,1,600,,34.39,USD,Qatar
,17022237,10/09/2018,12/20/2018,FC25020000QT,1700,1,1700,,31.26,USD,Qatar
,17022237,10/09/2018,12/20/2018,FC22315001QT,100,1,100,,49.52,USD,Qatar
,17022237,10/09/2018,12/20/2018,FC22115001QT,150,1,150,,49.52,USD,Qatar
,17022237,10/09/2018,12/20/2018,FC22215001QT,100,1,100,,49.52,USD,Qatar
,17022381,10/10/2018,12/20/2018,FB34010000FJ,200,1,200,,44.4,USD,Fiji
,17022381,10/10/2018,12/20/2018,FB246100F0FJ,180,1,180,,44.4,USD,Fiji
,17022381,10/10/2018,12/20/2018,FB34110000FJ,210,1,210,,44.4,USD,Fiji
,17022381,10/10/2018,12/20/2018,FB34310000FJ,150,1,150,,44.4,USD,Fiji
,17022381,10/10/2018,12/20/2018,FB34210000FJ,150,1,150,,44.4,USD,Fiji
,17022622,10/22/2018,12/20/2018,FC25010000QT,950,1,950,,0,USD,Qatar
,17022622,10/22/2018,12/20/2018,FC25020000QT,1350,1,1350,,0,USD,Qatar
,17022622,10/22/2018,12/20/2018,FC22415001QT,400,1,400,,0,USD,Qatar
,17022622,10/22/2018,12/20/2018,FC22315001QT,450,1,450,,0,USD,Qatar
,17022622,10/22/2018,12/20/2018,FC22515001QT,350,1,350,,0,USD,Qatar
,17022622,10/22/2018,12/20/2018,FC22115001QT,550,1,550,,0,USD,Qatar
,17022622,10/22/2018,12/20/2018,FC22215001QT,439,1,439,,0,USD,Qatar
,RDPDec-w3,11/03/2018,12/21/2018,FB100C5001,500,1,500,,0,USD,Domestic
,RDPDec-w3,11/03/2018,12/21/2018,FB150C10,1000,1,1000,,0,USD,Domestic
,17022775,11/03/2018,12/26/2018,FB29904300EX,1296,1,1296,,17.51,USD,NWI
,17022775,11/03/2018,12/26/2018,FB29902400EX,182,1,182,,65.76,USD,NWI
,17022775,11/03/2018,12/26/2018,FB39000800EX,309,1,309,,28.4,USD,NWI
,17022775,11/03/2018,12/26/2018,FB32702400EX,216,1,216,,16.99,USD,NWI
,RDPDec-w4,11/03/2018,12/31/2018,FB150C10,1000,1,1000,,0,USD,Domestic
,17022722,10/25/2018,01/04/2019,FB28013000EX,360,1,360,,14.51,USD,NWI
,17022722,10/25/2018,01/04/2019,FB28002400EX,480,1,480,,48.64,USD,NWI
,17022722,10/25/2018,01/04/2019,FB30212200EX,1440,1,1440,,8.96,USD,NWI
,17022326,10/06/2018,01/07/2019,FB28001701EX,864,1,864,,38.22,USD,NWI
,17022326,10/06/2018,01/07/2019,FB280078C0EX,336,1,336,,23.97,USD,NWI
,17022776,11/09/2018,01/07/2019,FB35112500EX,564,1,564,,25.56,USD,Karsten Intl 
,RDPDec-w1,11/03/2018,01/07/2019,FC250C20N,4000,1,4000,,0,USD,Domestic
,RDPJan-w1,11/03/2018,01/07/2019,FB150C10,1250,1,1250,,,USD,Domestic
,RDPJan-w1,11/03/2018,01/07/2019,FB100C5001,500,1,500,,,USD,Domestic
,17022723,10/25/2018,01/10/2019,FB29904300EX,216,1,216,,17.51,USD,NWI
,17022723,10/25/2018,01/10/2019,FB29913000EX,200,1,200,,17.67,USD,NWI
,17022723,10/25/2018,01/10/2019,FB29901700EX,280,1,280,,61,USD,NWI
,17022723,10/25/2018,01/10/2019,FB39000800EX,185,1,185,,28.4,USD,NWI
,17022723,10/25/2018,01/10/2019,FB29904301EX,207,1,207,,17.76,USD,NWI
,17022723,10/25/2018,01/10/2019,FB29900401EX,200,1,200,,27.22,USD,NWI
,17022723,10/25/2018,01/10/2019,FB39102800EX,192,1,192,,19.66,USD,NWI
,17022723,10/25/2018,01/10/2019,FB39108500EX,217,1,217,,21.17,USD,NWI
,17022723,10/25/2018,01/10/2019,FB55102400EX,180,1,180,,77.18,USD,NWI
,17022872,10/31/2018,01/10/2019,FB30212200EX,2912,1,2912,,8.96,USD,NWI
,17022872,10/31/2018,01/10/2019,FB55102400EX,180,1,180,,77.18,USD,NWI
,17022872,10/31/2018,01/10/2019,FB28004300EX,504,1,504,,12.57,USD,NWI
,17023028,11/28/2018,01/10/2019,FB28013000EX,1170,1,1170,,14.51,USD,NWI
,17023028,11/28/2018,01/10/2019,FB28001701EX,512,1,512,,38.22,USD,NWI
,RDPJan-w2,11/03/2018,01/14/2019,FB150C10,1000,1,1000,,,USD,Domestic
,RDPJan-w2,12/03/2018,01/14/2019,FB100C5001,1000,1,1000,,,USD,Domestic
,RDPJan-w2,01/03/2019,01/14/2019,FB138C5001,0,1,0,,,USD,Domestic
,RDPJan-w4,12/03/2018,01/14/2019,FB100C5001,35,1,35,,,USD,Domestic
,17022226,09/20/2018,01/15/2019,FB51111701EX,216,1,216,,185,USD,AUROMERE INC.
,17022226,09/20/2018,01/15/2019,FB51211700EX,144,1,144,,180,USD,AUROMERE INC.
,17022226,09/20/2018,01/15/2019,FB51411700EX,432,1,432,,179,USD,AUROMERE INC.
,17022233,09/28/2018,01/15/2019,FB28001701EX,640,1,640,,38.22,USD,NWI
,17022233,09/28/2018,01/15/2019,FB280043C0EX,320,1,320,,15.53,USD,NWI
,17022233,09/28/2018,01/15/2019,FB28002400EX,312,1,312,,48.64,USD,NWI
,17021103L14,07/02/2018,01/15/2019,FB24312000EX,3560,1,3560,,16,USD,Olman LLC
,17022777,11/09/2018,01/17/2019,FB30007800EX,420,1,420,,21.11,USD,NWI
,17022777,11/09/2018,01/17/2019,FB30013000EX,270,1,270,,14.51,USD,NWI
,17022777,11/09/2018,01/17/2019,FB43213000EX,319,1,319,,10.71,USD,NWI
,17022777,11/09/2018,01/17/2019,FB28001701EX,576,1,576,,38.22,USD,NWI
,17022926,12/03/2018,01/17/2019,FB83411900EX,1042,1,1042,,13.44,USD,Ashtel
,17023024,11/22/2018,01/17/2019,FB292115COEX,970,1,970,,16,USD,Karsten Intl 
,Jan-plan,11/28/2018,01/18/2019,FB050025A0EX,0,1,0,,,USD,Myanmar
,Jan-plan,11/28/2018,01/18/2019,FB050050A0EX,293,1,293,,,USD,Myanmar
,Jan-plan,11/28/2018,01/18/2019,FB04012000EX,211,1,211,,,USD,Myanmar
,Jan-plan,11/28/2018,01/18/2019,FB10105000EX,10,1,10,,,USD,Myanmar
,Jan-plan,11/28/2018,01/18/2019,FB10205000EX,10,1,10,,,USD,Myanmar
,Jan-plan,11/28/2018,01/18/2019,FB10405000EX,10,1,10,,,USD,Myanmar
,Jan-plan,11/28/2018,01/18/2019,FB10505000EX,5,1,5,,,USD,Myanmar
,Jan-plan,11/28/2018,01/18/2019,FB23005001MN,500,1,500,,,USD,Myanmar
,Jan-plan,11/28/2018,01/18/2019,FB23010001MN,1955,1,1955,,,USD,Myanmar
,Jan-plan,11/28/2018,01/18/2019,FB23020000EX,635,1,635,,,USD,Myanmar
,Jan-plan,11/28/2018,01/18/2019,FC25020000MN,500,1,500,,,USD,Myanmar
,Jan-plan,11/28/2018,01/18/2019,FC25015000MN,301,1,301,,,USD,Myanmar
,Jan-plan,11/28/2018,01/18/2019,FC25010000MN,256,1,256,,,USD,Myanmar
,Jan-plan,11/28/2018,01/18/2019,FM05904000MN,155,1,155,,,USD,Myanmar
,Jan-plan,11/28/2018,01/18/2019,FM06304000MN,0,1,0,,,USD,Myanmar
,Jan-plan,11/28/2018,01/18/2019,FM06404000MN,0,1,0,,,USD,Myanmar
,4501691475,08/14/2018,01/19/2019,FM01102500GC,915,1,915,,0,USD,Naturalle
,17021922,08/21/2018,01/21/2019,FB30518101EX,1550,1,1550,,9.36,USD,United Exchange Corporation
,17021922,08/21/2018,01/21/2019,FB37811300EX,250,1,250,,0,USD,United Exchange Corporation
,17023023,11/22/2018,01/21/2019,FB42112500EX,348,1,348,,26.1,USD,Dtales
,RDPJan-w3,11/03/2018,01/21/2019,FB15005013,370,1,370,,0,USD,Domestic
,RDPJan-w3,11/03/2018,01/21/2019,FB150C10,1250,1,1250,,,USD,Domestic
,RDPJan-w3,12/03/2018,01/21/2019,FB100C5001,0,1,0,,,USD,Domestic
,RDPJan-w3,01/03/2019,01/21/2019,FB138C5001,0,1,0,,,USD,Domestic
,4501719335,11/02/2018,01/22/2019,FB05002500AF,200,1,200,,,USD,Nigeria
,4501719335,11/02/2018,01/22/2019,FB05005000AF,1200,1,1200,,,USD,Nigeria
,17023022,11/22/2018,01/23/2019,FB43102400EX,400,1,400,,48.91,USD,NWI
,17023022,11/22/2018,01/23/2019,FB28013000EX,270,1,270,,14.51,USD,NWI
,17023022,11/22/2018,01/23/2019,FB29913001EX,233,1,233,,17.33,USD,NWI
,17023022,11/22/2018,01/23/2019,FB30018100EX,243,1,243,,14.88,USD,NWI
,17023022,11/22/2018,01/23/2019,FB28004300EX,504,1,504,,12.57,USD,NWI
,17023030,11/28/2018,01/23/2019,FB28001701EX,1184,1,1184,,38.22,USD,NWI
,17022874,11/16/2018,01/24/2019,FB30007800EX,252,1,252,,21.11,USD,NWI
,17022874,11/16/2018,01/24/2019,FB30805600EX,216,1,216,,55.4,USD,NWI
,17022874,11/16/2018,01/24/2019,FB55001700EX,192,1,192,,45.49,USD,NWI
,17022874,11/16/2018,01/24/2019,FB55102400EX,180,1,180,,77.18,USD,NWI
,17022874,11/16/2018,01/24/2019,FB28001700EX,448,1,448,,41.08,USD,NWI
,17023031,11/28/2018,01/24/2019,FB28002400EX,624,1,624,,48.64,USD,NWI
,17023031,11/28/2018,01/24/2019,FB30007800EX,210,1,210,,21.11,USD,NWI
,17023031,11/28/2018,01/24/2019,FB55001700EX,192,1,192,,45.49,USD,NWI
,17022778,11/19/2018,01/28/2019,FC25020000AF,2694,1,2694,,25.3,USD,"NAWI ZAMAN , AFGHANISTAN"
,17022779,11/19/2018,01/28/2019,FC25010000AF,2300,1,2300,,26.4,USD,"NAWI ZAMAN , AFGHANISTAN"
,17022241,10/10/2018,01/29/2019,FB34607500CZ,250,1,250,,17.64,USD,Tomas Rebicek
,17023029,11/28/2018,01/29/2019,FB29904300EX,324,1,324,,17.51,USD,NWI
,17023029,11/28/2018,01/29/2019,FB29907800EX,216,1,216,,27.91,USD,NWI
,17023029,11/28/2018,01/29/2019,FB29913000EX,200,1,200,,17.67,USD,NWI
,17023029,11/28/2018,01/29/2019,FB29918100EX,179,1,179,,17.7,USD,NWI
,17023029,11/28/2018,01/29/2019,FB39000800EX,200,1,200,,28.4,USD,NWI
,17023029,11/28/2018,01/29/2019,FB29904301EX,216,1,216,,17.76,USD,NWI
,17023029,11/28/2018,01/29/2019,FB29902401EX,192,1,192,,67.21,USD,NWI
,17023029,11/28/2018,01/29/2019,FB43204300EX,186,1,186,,21.92,USD,NWI
,17023032,11/28/2018,01/29/2019,FB160150GCZ,834,1,834,,4.12,USD,Tomas Rebicek
,17023032,11/28/2018,01/29/2019,FB262100W0EX,560,1,560,,2.29,USD,Tomas Rebicek
,17023032,11/28/2018,01/29/2019,FB263100H0EX,223,1,223,,2.29,USD,Tomas Rebicek
,17023033,11/28/2018,01/29/2019,FB58505000CZ,348,1,348,,2.28,USD,Tomas Rebicek
,17023033,11/28/2018,01/29/2019,FB34705000CZ,280,1,280,,2.22,USD,Tomas Rebicek
,17021103L15,07/02/2018,01/29/2019,FB24312000EX,2194,1,2194,,16,USD,Olman LLC
,4501729973L1,12/03/2018,01/29/2019,FB24312000EX,3560,1,3560,,,USD,Olman LLC
,17023125,12/11/2018,01/30/2019,FB24008500EX,924,1,924,,21,USD,Amercare
,Dec-plan,10/08/2018,01/31/2019,FM05904000MN,240,1,240,,0,USD,Myanmar
,Jan-plan,11/28/2018,01/31/2019,FB050100A0EX,653,1,653,,,USD,Myanmar
,Jan-plan,11/28/2018,01/31/2019,FM05304000MN,70,1,70,,,USD,Myanmar
,RDPDec-w1,11/03/2018,01/31/2019,FB138C5001,959,1,959,,0,USD,Domestic
,RDPDec-w2,11/03/2018,01/31/2019,FB15005013,22,1,22,,0,USD,Domestic
,RDPFeb-w1,11/03/2018,01/31/2019,FC250C20N,4385,1,4385,,0,USD,Domestic
,RDPJan-w1,11/03/2018,01/31/2019,FB138C5001,1000,1,1000,,0,USD,Domestic
,RDPJan-w4,11/03/2018,01/31/2019,FB15005013,97,1,97,,0,USD,Domestic
,RDPJan-w4,11/03/2018,01/31/2019,FB150C10,800,1,800,,,USD,Domestic
,17022984,12/21/2018,02/01/2019,FB83007500EX,650,1,650,,24.4,USD,Uragme Srl
,17023074,12/03/2018,02/04/2019,FB28311300EX,2700,1,2700,,22.56,USD,Keefe
,17023076,12/07/2018,02/04/2019,FB28001701EX,768,1,768,,38.22,USD,NWI
,17023076,12/07/2018,02/04/2019,FB28001700EX,420,1,420,,41.08,USD,NWI
,17023126,12/11/2018,02/06/2019,FB59811700EX,3340,1,3340,,9,USD,Outiprix
,4501711244,10/05/2018,02/07/2019,FB22901700EX,108,1,108,,,USD,Naturelle
,4501711244,10/05/2018,02/07/2019,FC22102000EX,100,1,100,,,USD,Naturelle
,4501711244,10/05/2018,02/07/2019,FC22302000EX,100,1,100,,,USD,Naturelle
,4501711244,10/05/2018,02/07/2019,FC22401700EX,108,1,108,,,USD,Naturelle
,4501711244,10/05/2018,02/07/2019,FC22701700EX,108,1,108,,,USD,Naturelle
,4501711244,10/05/2018,02/07/2019,FC23102000GC,100,1,100,,,USD,Naturelle
,4501711244,10/05/2018,02/07/2019,FC74502000GC,100,1,100,,,USD,Naturelle
,RDPFeb-w1,12/03/2018,02/07/2019,FB100C5001,750,1,750,,,USD,Domestic
,RDPFeb-w1,01/07/2019,02/07/2019,FB150C10,0,1,0,,,USD,Domestic
,RDPFeb-w1,01/03/2019,02/07/2019,FB138C5001,1000,1,1000,,,USD,Domestic
,RDPJan-w1,11/03/2018,02/07/2019,FC250C20N,5000,1,5000,,0,USD,Domestic
,17023077,12/12/2018,02/11/2019,FB27305000EX,576,1,576,,43.05,USD,Thornton
,17023075,12/07/2018,02/12/2019,FB50512500EX,696,1,696,,26.1,USD,Dtales
,17023081,12/12/2018,02/12/2019,FB28001701EX,576,1,576,,38.22,USD,NWI
,17023081,12/12/2018,02/12/2019,FB28002400EX,480,1,480,,48.64,USD,NWI
,17023127,12/11/2018,02/12/2019,FB23010000FR,341,1,341,,67.68,USD,Kerala Nature
,17022978,12/14/2018,02/13/2019,FB160150GCZ,500,1,500,,24.72,USD,Tomas Rebicek
,17022978,12/14/2018,02/13/2019,FB262100W0EX,280,1,280,,13.74,USD,Tomas Rebicek
,17022978,12/14/2018,02/13/2019,FB261100I0CZ,134,1,134,,25.6,USD,Tomas Rebicek
,17022979,12/14/2018,02/13/2019,FB262100W0EX,1320,1,1320,,13.74,USD,Tomas Rebicek
,17022979,12/14/2018,02/13/2019,FB263100H0EX,792,1,792,,13.74,USD,Tomas Rebicek
,17023285,01/14/2019,02/13/2019,FB28001701EX,800,1,800,,38.22,USD,NWI
,17023285,01/14/2019,02/13/2019,FB28002400EX,312,1,312,,48.64,USD,NWI
,4501733527,12/13/2018,02/13/2019,FB04508000AF,0,1,0,,,USD,Kenya
,4501733527,12/13/2018,02/13/2019,FB05002500AF,490,1,490,,,USD,Kenya
,4501733527,12/13/2018,02/13/2019,FB05005000AF,800,1,800,,,USD,Kenya
,4501736365,12/12/2018,02/13/2019,FB22901700EX,150,1,150,,,USD,Naturalle
,4501736365,12/12/2018,02/13/2019,FC22302000EX,150,1,150,,,USD,Naturalle
,4501733527L1,12/13/2018,02/13/2019,FB04006000AF,75,1,75,,,USD,Kenya
,4501733527L1,12/13/2018,02/13/2019,FB04012000AF,75,1,75,,,USD,Kenya
,4501733527L2,12/13/2018,02/13/2019,FB04006000AF,75,1,75,,,USD,Kenya
,4501733527L2,12/13/2018,02/13/2019,FB04012000AF,75,1,75,,,USD,Kenya
,17023082,12/12/2018,02/14/2019,FB58609000EX,640,1,640,,14.54,USD,LASCO
,17023082,12/12/2018,02/14/2019,FB58616000EX,400,1,400,,22.32,USD,LASCO
,17023082,12/12/2018,02/14/2019,FB58816000EX,450,1,450,,24.77,USD,LASCO
,17023082,12/12/2018,02/14/2019,FB58802500EX,50,1,50,,20.74,USD,LASCO
,17023082,12/12/2018,02/14/2019,FB58602500EX,50,1,50,,20.02,USD,LASCO
,17023082,12/12/2018,02/14/2019,FB58809000EX,850,1,850,,16.13,USD,LASCO
,17023082,12/12/2018,02/14/2019,FB59017000EX,530,1,530,,28.42,USD,LASCO
,17023082,12/12/2018,02/14/2019,FB59002500EX,53,1,53,,21.46,USD,LASCO
,17023082,12/12/2018,02/14/2019,FB59402500EX,50,1,50,,29.52,USD,LASCO
,17023082,12/12/2018,02/14/2019,FB59202500EX,50,1,50,,25.2,USD,LASCO
,17023082,12/12/2018,02/14/2019,FB59216000EX,450,1,450,,31.49,USD,LASCO
,17023286,01/14/2019,02/14/2019,FB28001701EX,672,1,672,,38.22,USD,NWI
,17023286,01/14/2019,02/14/2019,FB280043C0EX,1120,1,1120,,15.53,USD,NWI
,4501735200,12/17/2018,02/14/2019,FB22820000CA,200,1,200,,,USD,Namaste
,4501735200,12/17/2018,02/14/2019,FB22820000US,688,1,688,,,USD,Namaste
,4501735200,12/17/2018,02/14/2019,FC22310000UC,162,1,162,,,USD,Namaste
,4501735200,12/17/2018,02/14/2019,FR21020000UC,300,1,300,,,USD,Namaste
,4501737435,12/17/2018,02/14/2019,FC25010000UK,200,1,200,,,USD,UK
,4501737435,12/17/2018,02/14/2019,FC25020000UC,93,1,93,,,USD,UK
,RDPFeb-w2,12/03/2018,02/14/2019,FB100C5001,750,1,750,,,USD,Domestic
,RDPFeb-w2,12/03/2018,02/14/2019,FB150C10,1000,1,1000,,,USD,Domestic
,RDPFeb-w2,01/03/2019,02/14/2019,FB138C5001,1000,1,1000,,,USD,Domestic
,4501740221,12/22/2018,02/15/2019,FB05005000AF,2800,1,2800,,,USD,Nigeria
,17023080,12/12/2018,02/19/2019,FB28018100EX,640,1,640,,15.4,USD,NWI
,17023080,12/12/2018,02/19/2019,FB55001700EX,192,1,192,,45.49,USD,NWI
,17023080,12/12/2018,02/19/2019,FB55102400EX,180,1,180,,77.18,USD,NWI
