id,so,so_date,so_del_date,code,qty,closed,act_disp_qty,act_disp_date,rate,currency,customer
,Aug-plan,06/15/2018,08/25/2018,FB050100A0EX,0,1,0,,,USD,Myanmar
,Aug-plan,06/15/2018,08/25/2018,FB04012000EX,0,1,0,,,USD,Myanmar
,Aug-plan,06/15/2018,08/25/2018,FB23005001MN,0,1,0,,,USD,Myanmar
,Aug-plan,06/15/2018,08/25/2018,FB23010001MN,1312,1,1312,,,USD,Myanmar
,Aug-plan,06/15/2018,08/25/2018,FM05304000MN,0,1,0,,,USD,Myanmar
,Aug-plan,06/15/2018,08/25/2018,FM06304000MN,0,1,0,,,USD,Myanmar
,Aug-plan,06/15/2018,08/25/2018,FM06404000MN,0,1,0,,,USD,Myanmar
,Aug-plan,06/15/2018,08/25/2018,FM05904000MN,0,1,0,,,USD,Myanmar
,Aug-plan,06/15/2018,08/25/2018,FC25010000MN,517,1,517,,,USD,Myanmar
,Aug-plan,06/15/2018,08/25/2018,FC25015000MN,466,1,466,,,USD,Myanmar
,Aug-plan,06/15/2018,08/25/2018,FC25020000MN,1191,1,1191,,,USD,Myanmar
,Aug-plan,06/15/2018,08/25/2018,FB23020000EX,1646,1,1646,,,USD,Myanmar
,17021246,06/23/2018,08/27/2018,FB29904300EX,216,1,216,,17.51,USD,NWI
,17021246,06/23/2018,08/27/2018,FB29907800EX,216,1,216,,27.91,USD,NWI
,17021246,06/23/2018,08/27/2018,FB29901700EX,262,1,262,,61,USD,NWI
,17021246,06/23/2018,08/27/2018,FB39000800EX,200,1,200,,28.4,USD,NWI
,17021246,06/23/2018,08/27/2018,FB39102800EX,192,1,192,,19.66,USD,NWI
,17021246,06/23/2018,08/27/2018,FB39108500EX,216,1,216,,21.17,USD,NWI
,17021246,06/23/2018,08/27/2018,FB32702400EX,540,1,540,,16.99,USD,NWI
,17021246,06/23/2018,08/27/2018,FB30805600EX,504,1,504,,55.4,USD,NWI
,17021103L6,07/02/2018,08/30/2018,FB24312000EX,3560,1,3560,,16,USD,Olman LLC
,RDPAug-w4,03/07/2018,08/31/2018,FB15005013,700,1,700,,,USD,Domestic
,17021426,07/13/2018,09/07/2018,FC25010000QT,400,1,400,,34.39,USD,Qatar
,17021426,07/13/2018,09/07/2018,FC22415001QT,398,1,398,,49.52,USD,Qatar
,17021426,07/13/2018,09/07/2018,FC22315001QT,540,1,540,,49.52,USD,Qatar
,17021426,07/13/2018,09/07/2018,FC22515001QT,262,1,262,,49.52,USD,Qatar
,17021426,07/13/2018,09/07/2018,FC22115001QT,378,1,378,,49.52,USD,Qatar
,17021426,07/13/2018,09/07/2018,FC22215001QT,391,1,391,,49.52,USD,Qatar
,17021103L7,07/02/2018,09/07/2018,FB24312000EX,3560,1,3560,,16,USD,Olman LLC
,4501684706L1,07/25/2018,09/07/2018,FM01102500GC,1000,1,1000,,0,USD,Naturalle
,RDPSep-w1,07/07/2018,09/07/2018,FB100C5001,1675,1,1675,,0,USD,Domestic
,RDPSep-w1,07/07/2018,09/07/2018,FB226C1001,411,1,411,,0,USD,Domestic
,17021236,05/17/2018,09/10/2018,FB58609000EX,692,1,692,,14.54,USD,LASCO
,17021236,05/17/2018,09/10/2018,FB58616000EX,540,1,540,,22.32,USD,LASCO
,17021236,05/17/2018,09/10/2018,FB58816000EX,450,1,450,,24.77,USD,LASCO
,17021236,05/17/2018,09/10/2018,FB58802500EX,50,1,50,,20.74,USD,LASCO
,17021236,05/17/2018,09/10/2018,FB58602500EX,50,1,50,,20.02,USD,LASCO
,17021236,05/17/2018,09/10/2018,FB58809000EX,602,1,602,,16.13,USD,LASCO
,17021236,05/17/2018,09/10/2018,FB59017000EX,400,1,400,,28.42,USD,LASCO
,17021236,05/17/2018,09/10/2018,FB59002500EX,50,1,50,,21.46,USD,LASCO
,17021236,05/17/2018,09/10/2018,FB59216000EX,300,1,300,,31.49,USD,LASCO
,17021236,05/17/2018,09/10/2018,FB59413000EX,360,1,360,,15.1,USD,LASCO
,17021236,05/17/2018,09/10/2018,FB59402500EX,50,1,50,,29.52,USD,LASCO
,17021236,05/17/2018,09/10/2018,FB59202500EX,50,1,50,,25.2,USD,LASCO
,17021248,07/06/2018,09/10/2018,FB28001700EX,448,1,448,,41.08,USD,NWI
,17021248,07/06/2018,09/10/2018,FB30001700EX,352,1,352,,41.08,USD,NWI
,17021248,07/06/2018,09/10/2018,FB30100800EX,200,1,200,,32.5,USD,NWI
,17021248,07/06/2018,09/10/2018,FB55102400EX,198,1,198,,77.18,USD,NWI
,17021310,07/03/2018,09/11/2018,FB28004300EX,936,1,936,,12.57,USD,NWI
,17021310,07/03/2018,09/11/2018,FB28001701EX,576,1,576,,38.22,USD,NWI
,17021310,07/03/2018,09/11/2018,FB55001700EX,192,1,192,,45.49,USD,NWI
,17021094,06/15/2018,09/12/2018,FB51211700EX,288,1,288,,180,USD,AUROMERE INC.
,17021094,06/15/2018,09/12/2018,FB51411700EX,504,1,504,,179,USD,AUROMERE INC.
,17021623,07/20/2018,09/12/2018,FB47218101EX,683,1,683,,8.45,USD,Delta Int Trade
,17021623,07/20/2018,09/12/2018,FB47211301EX,234,1,234,,4.92,USD,Delta Int Trade
,17021247,07/06/2018,09/13/2018,FB43208500EX,252,1,252,,18.9,USD,NWI
,17021247,07/06/2018,09/13/2018,FB29901700EX,260,1,260,,61,USD,NWI
,17021247,07/06/2018,09/13/2018,FB29902400EX,184,1,184,,65.76,USD,NWI
,17021247,07/06/2018,09/13/2018,FB39000800EX,200,1,200,,28.4,USD,NWI
,17021247,07/06/2018,09/13/2018,FB29913001EX,200,1,200,,17.33,USD,NWI
,17021247,07/06/2018,09/13/2018,FB39108500EX,288,1,288,,21.17,USD,NWI
,17021247,07/06/2018,09/13/2018,FB29904300EX,216,1,216,,17.51,USD,NWI
,17021622,07/20/2018,09/13/2018,FB47218101EX,4100,1,4100,,8.45,USD,Delta Int Trade
,17021682,08/06/2018,09/14/2018,FB24312000EX,1550,1,1550,,15.84,USD,"Bolgan, Ukrain"
,4501684706L2,07/25/2018,09/14/2018,FM01102500GC,1000,1,1000,,0,USD,Naturalle
,RDPSep-w2,07/07/2018,09/14/2018,FB150C10,2000,1,2000,,0,USD,Domestic
,RDPSep-w2,07/07/2018,09/14/2018,FB226010,966,1,966,,0,USD,Domestic
,17021423,07/12/2018,09/17/2018,FB28004300EX,504,1,504,,12.57,USD,NWI
,17021423,07/12/2018,09/17/2018,FB28002400EX,480,1,480,,48.64,USD,NWI
,17021423,07/12/2018,09/17/2018,FB30007800EX,210,1,210,,21.11,USD,NWI
,17021423,07/12/2018,09/17/2018,FB28007800EX,210,1,210,,21.11,USD,NWI
,17021975,08/24/2018,09/17/2018,FB28001701EX,832,1,832,,38.22,USD,NWI
,17021975,08/24/2018,09/17/2018,FB280043C0EX,1440,1,1440,,15.53,USD,NWI
,17021975,08/24/2018,09/17/2018,FB28002400EX,600,1,600,,48.64,USD,NWI
,17021975,08/24/2018,09/17/2018,FB280078C0EX,336,1,336,,23.97,USD,NWI
,17021975,08/24/2018,09/17/2018,FB28001701EX,832,1,832,,38.22,USD,NWI
,17021625,07/20/2018,09/18/2018,FB83007500EX,473,1,473,,24.4,USD,Uragme Srl
,17021623,07/20/2018,09/19/2018,FB47218101EX,2574,1,2574,,8.45,USD,Delta Int Trade
,17021623,07/20/2018,09/19/2018,FB47211301EX,938,1,938,,4.92,USD,Delta Int Trade
,17021624,07/20/2018,09/19/2018,FB47218101EX,1277,1,1277,,8.45,USD,Delta Int Trade
,17021624,07/20/2018,09/19/2018,FB47211301EX,908,1,908,,4.92,USD,Delta Int Trade
,17021624,07/20/2018,09/19/2018,FB47411301EX,4130,1,4130,,4.92,USD,Delta Int Trade
,17021824,07/31/2018,09/19/2018,FB47418101EX,4150,1,4150,,8.45,USD,Delta Int Trade
,17021311,07/05/2018,09/20/2018,FB04112000AF,120,1,120,,14.06,USD,Indus Merchant
,17021311,07/05/2018,09/20/2018,FB04608000AF,157,1,157,,,USD,Indus Merchant
,17021428,07/11/2018,09/20/2018,FB13050000EX,600,1,600,,21.6,USD,Tahi Pacific
,17021425,07/12/2018,09/21/2018,FB274062EX,680,1,680,,36,USD,Thornton
,RDPSep-w3,07/07/2018,09/21/2018,FB15005013,200,1,200,,0,USD,Domestic
,RDPSep-w3,07/07/2018,09/21/2018,FB150C10,1000,1,1000,,0,USD,Domestic
,RDPSep-w3,09/04/2018,09/21/2018,FB138C5001,711,1,711,,,USD,Domestic
,17021424,07/12/2018,09/24/2018,FB274050T02EX,571,1,571,,43.05,USD,Thornton
,17021627,08/03/2018,09/24/2018,FB35112500EX,488,1,488,,25.56,USD,Karsten Intl 
,17021627,08/03/2018,09/24/2018,FB35312500EX,146,1,146,,29.52,USD,Karsten Intl 
,17021374,07/11/2018,09/25/2018,FC250100,30,1,30,,26.4,USD,"NAWI ZAMAN , AFGHANISTAN"
,17021374,07/11/2018,09/25/2018,FC25010000AF,770,1,770,,26.4,USD,"NAWI ZAMAN , AFGHANISTAN"
,17021374,07/11/2018,09/25/2018,FC25020000AF,2000,1,2000,,25.3,USD,"NAWI ZAMAN , AFGHANISTAN"
,Sep-plan,06/15/2018,09/25/2018,FB050025A0EX,545,1,545,,,USD,Myanmar
,Sep-plan,06/15/2018,09/25/2018,FB050050A0EX,1735,1,1735,,,USD,Myanmar
,Sep-plan,06/15/2018,09/25/2018,FB050100A0EX,2568,1,2568,,,USD,Myanmar
,Sep-plan,06/15/2018,09/25/2018,FB04012000EX,0,1,0,,,USD,Myanmar
,Sep-plan,06/15/2018,09/25/2018,FM05304000MN,0,1,0,,,USD,Myanmar
,Sep-plan,06/15/2018,09/25/2018,FM06304000MN,0,1,0,,,USD,Myanmar
,Sep-plan,06/15/2018,09/25/2018,FM06404000MN,0,1,0,,,USD,Myanmar
,Sep-plan,06/15/2018,09/25/2018,FM05904000MN,0,1,0,,,USD,Myanmar
,Sep-plan,09/07/2018,09/25/2018,FB10105000EX,19,1,19,,,USD,Myanmar
,Sep-plan,09/07/2018,09/25/2018,FB10205000EX,,1,0,,,USD,Myanmar
,Sep-plan,09/07/2018,09/25/2018,FB10405000EX,19,1,19,,,USD,Myanmar
,Sep-plan,09/07/2018,09/25/2018,FB10505000EX,52,1,52,,,USD,Myanmar
,17021626,07/23/2018,09/26/2018,FB280078C0EX,210,1,210,,23.97,USD,NWI
,17021626,07/23/2018,09/26/2018,FB28007800EX,210,1,210,,21.11,USD,NWI
,17021626,07/23/2018,09/26/2018,FB28013000EX,270,1,270,,14.51,USD,NWI
,17021626,07/23/2018,09/26/2018,FB30018100EX,240,1,240,,14.88,USD,NWI
,17021626,07/23/2018,09/26/2018,FB55001700EX,224,1,224,,45.49,USD,NWI
,17021626,07/23/2018,09/26/2018,FB55102400EX,158,1,158,,77.18,USD,NWI
,17021626,07/23/2018,09/26/2018,FB30805600EX,216,1,216,,55.4,USD,NWI
,17021307,06/21/2018,09/27/2018,FB61107500EX,1225,1,1225,,16,USD,NOX SARL
,17021307,06/21/2018,09/27/2018,FB61102000EX,359,1,359,,18.5,USD,NOX SARL
,4501691312,08/13/2018,09/30/2018,FC25010000UK,152,1,152,,,USD,UK
,RDPSep-w3,07/07/2018,09/30/2018,FC250C20N,4000,1,4000,,0,USD,Domestic
,RDPSep-w4,07/07/2018,09/30/2018,FB15005013,700,1,700,,0,USD,Domestic
,17021681,08/02/2018,10/03/2018,FB280043C0EX,960,1,960,,15.53,USD,NWI
,17021681,08/02/2018,10/03/2018,FB28001700EX,736,1,736,,41.08,USD,NWI
,17021628,08/10/2018,10/04/2018,FB28004300EX,648,1,648,,12.57,USD,NWI
,17021628,08/10/2018,10/04/2018,FB43002400EX,252,1,252,,15.88,USD,NWI
,17021628,08/10/2018,10/04/2018,FB28002400EX,480,1,480,,48.64,USD,NWI
,17021628,08/10/2018,10/04/2018,FB43202401EX,240,1,240,,14.36,USD,NWI
,17021628,08/10/2018,10/04/2018,FB43204300EX,280,1,280,,21.92,USD,NWI
,17021679,08/02/2018,10/04/2018,FB29904300EX,702,1,702,,17.51,USD,NWI
,17021679,08/02/2018,10/04/2018,FB30212200EX,2400,1,2400,,8.96,USD,NWI
,17021679,08/02/2018,10/04/2018,FB30805600EX,216,1,216,,55.4,USD,NWI
,17021679,08/02/2018,10/04/2018,FB29907800EX,216,1,216,,27.91,USD,NWI
,RDPOct-w1,08/07/2018,10/07/2018,FB226C1001,565,1,565,,,USD,Domestic
,RDPSep-w1,07/07/2018,10/07/2018,FC250C20N,2100,1,2100,,0,USD,Domestic
,17021676,07/27/2018,10/08/2018,FB160150GCZ,571,1,571,,24.72,USD,Lybar
,17021676,07/27/2018,10/08/2018,FB262100W0EX,348,1,348,,13.74,USD,Lybar
,17021676,07/27/2018,10/08/2018,FB263100H0EX,223,1,223,,13.74,USD,Lybar
,17021973,08/24/2018,10/09/2018,FB28001701EX,560,1,560,,38.22,USD,NWI
,17021973,08/24/2018,10/09/2018,FB280078C0EX,210,1,210,,23.97,USD,NWI
,17021973,08/24/2018,10/09/2018,FB30212200EX,840,1,840,,8.96,USD,NWI
,17021973,08/24/2018,10/09/2018,FB28004300EX,504,1,504,,12.57,USD,NWI
,17021825,08/03/2018,10/10/2018,FB47418101EX,668,1,668,,8.45,USD,Delta Int Trade
,17021825,08/03/2018,10/10/2018,FB47512200EX,487,1,487,,8.15,USD,Delta Int Trade
,17021825,08/03/2018,10/10/2018,FB47218101EX,1578,1,1578,,8.45,USD,Delta Int Trade
,17021825,08/03/2018,10/10/2018,FB47418101EX,1232,1,1232,,8.45,USD,Delta Int Trade
,17021825,08/03/2018,10/10/2018,FB47612200EX,413,1,413,,8.15,USD,Delta Int Trade
,17021772,07/23/2018,10/11/2018,FB29904300EX,216,1,216,,17.51,USD,NWI
,17021772,07/23/2018,10/11/2018,FB29907800EX,233,1,233,,27.91,USD,NWI
,17021772,07/23/2018,10/11/2018,FB29913000EX,200,1,200,,17.67,USD,NWI
,17021772,07/23/2018,10/11/2018,FB29902400EX,198,1,198,,65.76,USD,NWI
,17021772,07/23/2018,10/11/2018,FB39000800EX,200,1,200,,28.4,USD,NWI
,17021772,07/23/2018,10/11/2018,FB29901701EX,216,1,216,,64.05,USD,NWI
,17021772,07/23/2018,10/11/2018,FB30212200EX,600,1,600,,8.96,USD,NWI
,17021773,07/25/2018,10/11/2018,FB23010000FR,350,1,350,,67.68,USD,Kerala Nature
,17021826,07/31/2018,10/11/2018,FB30007800EX,210,1,210,,21.11,USD,NWI
,17021826,07/31/2018,10/11/2018,FB30013000EX,270,1,270,,14.51,USD,NWI
,17021826,07/31/2018,10/11/2018,FB43200800EX,200,1,200,,37,USD,NWI
,17021826,07/31/2018,10/11/2018,FB28004300EX,432,1,432,,12.57,USD,NWI
,17021826,07/31/2018,10/11/2018,FB28001701EX,560,1,560,,38.22,USD,NWI
,17021974,08/24/2018,10/11/2018,FB28001700EX,420,1,420,,41.08,USD,NWI
,17021974,08/24/2018,10/11/2018,FB28002400EX,480,1,480,,48.64,USD,NWI
,17021974,08/24/2018,10/11/2018,FB43208500EX,336,1,336,,18.9,USD,NWI
,4501684706L3,07/25/2018,10/14/2018,FM01102500GC,1000,1,1000,,0,USD,Naturalle
,RDPOct-w2,08/07/2018,10/14/2018,FB100C5001,1000,1,1000,,,USD,Domestic
,17021924,08/25/2018,10/15/2018,FB260117NFEX,685,1,685,,60.48,USD,Apeiron
,17021928,09/01/2018,10/15/2018,FB28001701EX,960,1,960,,38.22,USD,NWI
,17021928,09/01/2018,10/15/2018,FB280043C0EX,400,1,400,,15.53,USD,NWI
,17021923,08/21/2018,10/17/2018,FB160150GCZ,306,1,306,,24.72,USD,Lybar
,17021923,08/21/2018,10/17/2018,FB262100W0EX,280,1,280,,13.74,USD,Lybar
,17021923,08/21/2018,10/17/2018,FB263100H0EX,223,1,223,,13.74,USD,Lybar
,17021680,08/02/2018,10/18/2018,FB29904300EX,378,1,378,,17.51,USD,NWI
,17021680,08/02/2018,10/18/2018,FB29913000EX,350,1,350,,17.67,USD,NWI
,17021680,08/02/2018,10/18/2018,FB39000800EX,200,1,200,,28.4,USD,NWI
,17021680,08/02/2018,10/18/2018,FB29902401EX,192,1,192,,67.21,USD,NWI
,17021680,08/02/2018,10/18/2018,FB32702400EX,200,1,200,,16.99,USD,NWI
,17021680,08/02/2018,10/18/2018,FB43002400EX,210,1,210,,15.88,USD,NWI
,17021680,08/02/2018,10/18/2018,FB43204300EX,224,1,224,,21.92,USD,NWI
,17021680,08/02/2018,10/18/2018,FB30007800EX,210,1,210,,21.11,USD,NWI
,17021929,09/01/2018,10/18/2018,FB28001701EX,640,1,640,,38.22,USD,NWI
,17021929,09/01/2018,10/18/2018,FB280078C0EX,336,1,336,,23.97,USD,NWI
,17021929,09/01/2018,10/18/2018,FB280043C0EX,160,1,160,,15.53,USD,NWI
,17021929,09/01/2018,10/18/2018,FB28002400EX,168,1,168,,48.64,USD,NWI
,RDPOct-w1,08/07/2018,10/21/2018,FB150C10,2000,1,2000,,,USD,Domestic
,RDPOct-w3,08/07/2018,10/21/2018,FC250C20N,7033,1,7033,,,USD,Domestic
,RDPOct-w3,08/07/2018,10/21/2018,FB100C5001,500,1,500,,,USD,Domestic
,RDPOct-w3,08/07/2018,10/21/2018,FB150C10,1000,1,1000,,,USD,Domestic
,17021629,08/13/2018,10/22/2018,FB30805600EX,344,1,344,,55.4,USD,NWI
,17021629,08/13/2018,10/22/2018,FB30212200EX,1440,1,1440,,8.96,USD,NWI
,17021629,08/13/2018,10/22/2018,FB28018100EX,600,1,600,,15.4,USD,NWI
,17021629,08/13/2018,10/22/2018,FB28013000EX,270,1,270,,14.51,USD,NWI
,17021629,08/13/2018,10/22/2018,FB28007800EX,210,1,210,,21.11,USD,NWI
,17022122,08/28/2018,10/23/2018,FB28001701EX,352,1,352,,38.22,USD,NWI
,17022122,08/28/2018,10/23/2018,FB28001700EX,544,1,544,,41.08,USD,NWI
,17022122,08/28/2018,10/23/2018,FB280043C0EX,620,1,620,,15.53,USD,NWI
,17022073,09/04/2018,10/25/2018,FB05005000AF,125,1,125,,31.29,USD,Kenya
,17022075,09/06/2018,10/25/2018,FB47218101EX,4150,1,4150,,8.39,USD,Delta Int Trade
,17022075,09/06/2018,10/25/2018,FB47418101EX,4150,1,4150,,8.39,USD,Delta Int Trade
,17022123,08/28/2018,10/27/2018,FB28001700EX,480,1,480,,41.08,USD,NWI
,17022123,08/28/2018,10/27/2018,FB28004300EX,864,1,864,,12.57,USD,NWI
,17022123,08/28/2018,10/27/2018,FB280078C0EX,378,1,378,,23.97,USD,NWI
,17021925,08/25/2018,10/29/2018,FB58505000CZ,348,1,348,,14.4,USD,Lybar
,17021926,08/25/2018,10/29/2018,FB29904300EX,864,1,864,,17.51,USD,NWI
,17021926,08/25/2018,10/29/2018,FB29907800EX,252,1,252,,27.91,USD,NWI
,17021926,08/25/2018,10/29/2018,FB29913000EX,200,1,200,,17.67,USD,NWI
,17021926,08/25/2018,10/29/2018,FB39000800EX,360,1,360,,28.4,USD,NWI
,17021926,08/25/2018,10/29/2018,FB39108500EX,192,1,192,,21.17,USD,NWI
,17021926,08/25/2018,10/29/2018,FB29918100EX,200,1,200,,17.7,USD,NWI
,17022124,08/28/2018,10/29/2018,FB28002400EX,504,1,504,,48.64,USD,NWI
,17022124,08/28/2018,10/29/2018,FB30805600EX,576,1,576,,55.4,USD,NWI
,17022124,08/28/2018,10/29/2018,FB55102400EX,180,1,180,,77.18,USD,NWI
,17022124,08/28/2018,10/29/2018,FB43202400EX,288,1,288,,14.36,USD,NWI
,17021930,09/01/2018,10/30/2018,FB28002400EX,600,1,600,,48.64,USD,NWI
,17021930,09/01/2018,10/30/2018,FB28001701EX,416,1,416,,38.22,USD,NWI
,17022074,08/27/2018,10/30/2018,FB160150GCZ,1104,1,1104,,24.72,USD,Mattes Trading
,17022074,08/27/2018,10/30/2018,FB262100W0EX,653,1,653,,13.74,USD,Mattes Trading
,17022074,08/27/2018,10/30/2018,FB263100H0EX,362,1,362,,13.74,USD,Mattes Trading
,17022074,08/27/2018,10/30/2018,FB40112000EX,167,1,167,,26.22,USD,Mattes Trading
,RDPOct-w4,08/07/2018,10/31/2018,FB226010,480,1,480,,,USD,Domestic
,RDPOct-w4,08/07/2018,10/31/2018,FB15005013,900,1,900,,,USD,Domestic
,17021976,09/01/2018,11/06/2018,FB28311300EX,2700,1,2700,,22.56,USD,Keefe
,17021977,09/01/2018,11/06/2018,FB84007500EX,388,1,388,,44.64,USD,Market Wise
,17021677,07/27/2018,11/07/2018,FB51211700EX,48,1,48,,195,USD,"AUROMERE INC., Brazil"
,17021677,07/27/2018,11/07/2018,FB51411700EX,48,1,48,,194,USD,"AUROMERE INC., Brazil"
,4501696454,07/24/2018,11/07/2018,FB22820000CA,300,1,300,,0,USD,Namaste
,4501696454,07/24/2018,11/07/2018,FB22820000US,400,1,400,,,USD,Namaste
,RDPNov-w1,10/10/2018,11/07/2018,FC250100,0,1,0,,0,USD,Domestic
,RDPNov-w1,11/01/2018,11/07/2018,FB15005013,500,1,500,,0,USD,Domestic
,RDPNov-w1,11/01/2018,11/07/2018,FB150C10,1200,1,1200,,0,USD,Domestic
,RDPOct-w1,08/07/2018,11/07/2018,FC250C10N,112,1,112,,,USD,Domestic
,17021303,06/19/2018,11/08/2018,FB75210000EX,695,1,695,,14.4,USD,MCM Worldwide Ltd
,17021303,06/19/2018,11/08/2018,FB75310000EX,695,1,695,,13.68,USD,MCM Worldwide Ltd
,17021931,09/01/2018,11/08/2018,FB28001700EX,384,1,384,,41.08,USD,NWI
,17021931,09/01/2018,11/08/2018,FB28001701EX,336,1,336,,38.22,USD,NWI
,17021931,09/01/2018,11/08/2018,FB280043C0EX,240,1,240,,15.53,USD,NWI
,17021931,09/01/2018,11/08/2018,FB28013000EX,225,1,225,,14.51,USD,NWI
,17021931,09/01/2018,11/08/2018,FB28004300EX,504,1,504,,12.57,USD,NWI
,17022129,09/07/2018,11/08/2018,FB28002400EX,672,1,672,,48.64,USD,NWI
,17022129,09/07/2018,11/08/2018,FB28004300EX,504,1,504,,12.57,USD,NWI
,17022129,09/07/2018,11/08/2018,FB43208500EX,196,1,196,,18.9,USD,NWI
,17022130,09/07/2018,11/08/2018,FB280043C0EX,480,1,480,,15.53,USD,NWI
,17022130,09/07/2018,11/08/2018,FB55001700EX,192,1,192,,45.49,USD,NWI
,17022130,09/07/2018,11/08/2018,FB55102400EX,180,1,180,,77.18,USD,NWI
,17022130,09/07/2018,11/08/2018,FB43204300EX,168,1,168,,21.92,USD,NWI
,17022130,09/07/2018,11/08/2018,FB30004300EX,504,1,504,,12.57,USD,NWI
,17022130,09/07/2018,11/08/2018,FB29904300EX,378,1,378,,17.51,USD,NWI
,17021095,06/15/2018,11/13/2018,FB51111703EX,72,1,72,,185,USD,AUROMERE INC.
,17021095,06/15/2018,11/13/2018,FB51411701EX,200,1,200,,179,USD,AUROMERE INC.
,17021095,06/15/2018,11/13/2018,FB33147300EX,265,1,265,,105,USD,AUROMERE INC.
,17021095,06/15/2018,11/13/2018,FB33103000EX,174,1,174,,100.8,USD,AUROMERE INC.
,17021095,06/15/2018,11/13/2018,FB51401200EX,112,1,112,,69.12,USD,AUROMERE INC.
,17021927,08/29/2018,11/13/2018,FB28004300EX,504,1,504,,12.57,USD,NWI
,17021927,08/29/2018,11/13/2018,FB30212200EX,3120,1,3120,,8.96,USD,NWI
,17021927,08/29/2018,11/13/2018,FB55001700EX,192,1,192,,45.49,USD,NWI
,17021932,09/04/2018,11/13/2018,FB23010000FR,350,1,350,,67.68,USD,Kerala Nature
,4501684706L4,07/25/2018,11/14/2018,FM01102500GC,1300,1,1300,,0,USD,Naturalle
,RDPNov-w2,11/01/2018,11/14/2018,FB15005013,1000,1,1000,,0,USD,Domestic
,RDPNov-w2,11/01/2018,11/14/2018,FB138C5001,1000,1,1000,,0,USD,Domestic
,17022126,09/07/2018,11/15/2018,FB28001701EX,1120,1,1120,,38.22,USD,NWI
,17022126,09/07/2018,11/15/2018,FB30212200EX,240,1,240,,8.96,USD,NWI
,17022128,09/07/2018,11/15/2018,FB28002400EX,288,1,288,,48.64,USD,NWI
,17022128,09/07/2018,11/15/2018,FB28001701EX,640,1,640,,38.22,USD,NWI
,17022128,09/07/2018,11/15/2018,FB280078C0EX,252,1,252,,23.97,USD,NWI
,Nov-plan,10/08/2018,11/15/2018,FB23005001MN,721,1,721,,,USD,Myanmar
,Nov-plan,10/08/2018,11/15/2018,FC25020000MN,2500,1,2500,,,USD,Myanmar
,Nov-plan,10/08/2018,11/15/2018,FC250050,0,1,0,,,USD,Myanmar
,Nov-plan,10/08/2018,11/15/2018,FB04012000EX,211,1,211,,0,USD,Myanmar
,Nov-plan,10/08/2018,11/15/2018,FB10105000EX,25,1,25,,0,USD,Myanmar
,Nov-plan,10/08/2018,11/15/2018,FB10505000EX,17,1,17,,0,USD,Myanmar
,Nov-plan,10/08/2018,11/15/2018,FB10205000EX,26,1,26,,0,USD,Myanmar
,Nov-plan,10/08/2018,11/15/2018,FB10405000EX,12,1,12,,0,USD,Myanmar
,17021305,06/19/2018,11/20/2018,FB60118101EX,2000,1,2000,,8.4,USD,Variety & Discount
,17021305,06/19/2018,11/20/2018,FB60218101EX,2000,1,2000,,8.4,USD,Variety & Discount
,17021305,06/19/2018,11/20/2018,FB60312200EX,0,1,0,,8.4,USD,Variety & Discount
,17022127,09/07/2018,11/20/2018,FB28001701EX,480,1,480,,38.22,USD,NWI
,17022127,09/07/2018,11/20/2018,FB280043C0EX,480,1,480,,15.53,USD,NWI
,17022127,09/07/2018,11/20/2018,FB28004300EX,504,1,504,,12.57,USD,NWI
,17022127,09/07/2018,11/20/2018,FB30212200EX,720,1,720,,8.96,USD,NWI
,17022127,09/07/2018,11/20/2018,FB30805600EX,216,1,216,,55.4,USD,NWI
,17022224,09/20/2018,11/20/2018,FB57812500EX,402,1,402,,25.92,USD,Karsten Intl 
,17022227,09/22/2018,11/20/2018,FB28004300EX,720,1,720,,12.57,USD,NWI
,17022227,09/22/2018,11/20/2018,FB55001700EX,192,1,192,,45.49,USD,NWI
,17022227,09/22/2018,11/20/2018,FB30004300EX,504,1,504,,12.57,USD,NWI
,17022227,09/22/2018,11/20/2018,FB28018100EX,600,1,600,,15.4,USD,NWI
,RDPNov-w3,11/01/2018,11/21/2018,FB100C5001,500,1,500,,0,USD,Domestic
,RDPNov-w3,11/01/2018,11/21/2018,FB15005013,600,1,600,,0,USD,Domestic
,RDPNov-w3,11/01/2018,11/21/2018,FB138C5001,1000,1,1000,,0,USD,Domestic
,17022222,09/10/2018,11/22/2018,FB29907800EX,216,1,216,,27.91,USD,NWI
,17022222,09/10/2018,11/22/2018,FB39000800EX,200,1,200,,28.4,USD,NWI
,17022222,09/10/2018,11/22/2018,FB29901701EX,216,1,216,,64.05,USD,NWI
,17022222,09/10/2018,11/22/2018,FB29902401EX,192,1,192,,67.21,USD,NWI
,17022222,09/10/2018,11/22/2018,FB29900401EX,200,1,200,,27.22,USD,NWI
,17022222,09/10/2018,11/22/2018,FB39102800EX,192,1,192,,19.66,USD,NWI
,17022222,09/10/2018,11/22/2018,FB32702400EX,184,1,184,,16.99,USD,NWI
,17022222,09/10/2018,11/22/2018,FB43208500EX,252,1,252,,18.9,USD,NWI
,17022222,09/10/2018,11/22/2018,FB43002400EX,180,1,180,,15.88,USD,NWI
,17021823,07/28/2018,11/23/2018,FB58609000EX,450,1,450,,14.54,USD,LASCO
,17021823,07/28/2018,11/23/2018,FB58616000EX,600,1,600,,22.32,USD,LASCO
,17021823,07/28/2018,11/23/2018,FB58816000EX,400,1,400,,24.77,USD,LASCO
