so,so_date,so_del_date,qty,closed,act_disp_qty,act_disp_date,rate,currency,customer,fgcode_id
17023438,22-02-2019,16-04-2019,278,1,278,,44.6,USD,Market Wise,303
17023438,15-02-2019,16-04-2019,417,1,417,,44.64,USD,Market Wise,304
17023439,15-02-2019,09-04-2019,2700,1,2700,,22.56,USD,Keefe,70
17023440,15-02-2019,09-04-2019,350,1,350,,67.68,USD,Kerala Nature,349
17023446,25-02-2019,15-04-2019,348,1,348,,28.5,USD,Karsten Intl ,145
17023457,27-03-2019,27-05-2019,448,1,448,,41.08,USD,NWI,266
17023457,27-03-2019,27-05-2019,1008,1,1008,,12.57,USD,NWI,270
17023457,27-03-2019,27-05-2019,336,1,336,,23.97,USD,NWI,273
17023460,03-04-2019,09-07-2019,144,1,144,,185,USD,Auromere Inc,39
17023460,03-04-2019,09-07-2019,72,1,72,,180,USD,Auromere Inc,52
17023460,03-04-2019,09-07-2019,504,1,504,,179,USD,Auromere Inc,48
17023460,03-04-2019,09-07-2019,72,1,72,,190,USD,Auromere Inc,46
17023461,03-04-2019,06-06-2019,4920,1,4920,,8.96,USD,NWI,285
17023462,03-04-2019,15-06-2019,187,1,187,,31,USD,Myanmar,196
17023466,12-04-2019,14-06-2019,170,1,170,,44.4,USD,"Tahi Pacific, Fiji",452
17023466,12-04-2019,14-06-2019,350,1,350,,44.4,USD,"Tahi Pacific, Fiji",457
17023466,12-04-2019,14-06-2019,170,1,170,,44.4,USD,"Tahi Pacific, Fiji",475
17023466,12-04-2019,14-06-2019,115,1,115,,44.4,USD,"Tahi Pacific, Fiji",455
17023466,12-04-2019,14-06-2019,100,1,100,,44.4,USD,"Tahi Pacific, Fiji",453
17023467,24-04-2019,14-06-2019,230,1,230,,,USD,Fiji,494
17023468,24-04-2019,24-06-2019,640,1,640,,41.08,USD,NWI,266
17023468,24-04-2019,24-06-2019,333,1,333,,21.11,USD,NWI,272
17023468,24-04-2019,24-06-2019,336,1,336,,23.97,USD,NWI,273
17023469,30-04-2019,12-08-2019,1705,1,1705,,35.41,USD,NWI,498
17023469,30-04-2019,12-08-2019,884,1,884,,44.91,USD,NWI,499
17023469,30-04-2019,12-08-2019,1145,1,1145,,11.27,USD,NWI,497
17023469,30-04-2019,12-08-2019,246,1,246,,18.87,USD,NWI,500
17023470,30-04-2019,12-09-2019,887,0,,,35.41,USD,NWI,498
17023470,30-04-2019,12-09-2019,884,0,,,44.91,USD,NWI,499
17023470,30-04-2019,12-09-2019,1145,0,,,11.27,USD,NWI,497
17023470,30-04-2019,12-09-2019,246,0,,,18.87,USD,NWI,500
17023470L1,30-04-2019,12-09-2019,818,0,,,35.41,USD,NWI,498
17023476,27-12-2018,07-03-2019,225,1,225,,14.51,USD,NWI,265
17023476,27-12-2018,07-03-2019,224,1,224,,21.92,USD,NWI,282
17023476,27-12-2018,07-03-2019,240,1,240,,10.71,USD,NWI,280
17023476,27-12-2018,07-03-2019,576,1,576,,45.49,USD,NWI,338
17023476,27-12-2018,07-03-2019,180,1,180,,77.18,USD,NWI,339
17023477,03-01-2019,26-02-2019,639,1,639,,25.56,USD,Karsten Intl ,146
17023477,03-01-2019,26-02-2019,506,1,506,,25.92,USD,Karsten Intl ,300
17023479,09-01-2019,06-03-2019,341,1,341,,67.68,USD,Kerala Nature,349
17023480,09-01-2019,13-03-2019,817,1,817,,24.72,USD,Tomas Rebicek,468
17023481,09-01-2019,11-03-2019,1026,1,1026,,17.51,USD,NWI,263
17023481,09-01-2019,11-03-2019,216,1,216,,27.91,USD,NWI,264
17023481,09-01-2019,11-03-2019,1080,1,1080,,8.96,USD,NWI,285
17023481,09-01-2019,11-03-2019,360,1,360,,28.4,USD,NWI,254
17023489,04-02-2019,11-03-2019,6000,1,6000,,,USD,NWI,17
17023503,08-03-2019,24-04-2019,4920,1,4920,,8.96,USD,NWI,285
17023504,08-03-2019,20-05-2019,2520,1,2520,,8.96,USD,NWI,285
17023504,08-03-2019,20-05-2019,792,1,792,,55.4,USD,NWI,256
17023504,08-03-2019,20-05-2019,216,1,216,,77.18,USD,NWI,339
17023505,22-03-2019,20-05-2019,576,1,576,,38.22,USD,NWI,267
17023505,22-03-2019,20-05-2019,1368,1,1368,,12.57,USD,NWI,270
17023506,22-03-2019,20-05-2019,288,1,288,,38.22,USD,NWI,267
17023506,22-03-2019,20-05-2019,528,1,528,,48.64,USD,NWI,269
17023506,22-03-2019,20-05-2019,216,1,216,,55.4,USD,NWI,256
17023506,22-03-2019,20-05-2019,600,1,600,,10.71,USD,NWI,280
17023507,22-03-2019,21-05-2019,996,1,996,,17.51,USD,NWI,263
17023507,22-03-2019,21-05-2019,288,1,288,,27.91,USD,NWI,264
17023507,22-03-2019,21-05-2019,350,1,350,,17.67,USD,NWI,259
17023507,22-03-2019,21-05-2019,378,1,378,,28.4,USD,NWI,254
17023508,22-03-2019,20-05-2019,992,1,992,,34.56,USD,Quantum,477
17023515,03-04-2019,28-05-2019,1635,1,1635,,8.4,USD,Variety & Discount,505
17023515,03-04-2019,28-05-2019,1577,1,1577,,8.4,USD,Variety & Discount,506
17023515,03-04-2019,28-05-2019,800,1,800,,8.4,USD,Variety & Discount,507
17023516,03-04-2019,06-06-2019,2100,1,2100,,12.36,USD,Delta Int Trade,61
17023532,17-04-2019,15-07-2019,1705,1,1705,,35.41,USD,NWI,498
17023532,17-04-2019,15-07-2019,884,1,884,,44.91,USD,NWI,499
17023532,17-04-2019,15-07-2019,1145,1,1145,,11.27,USD,NWI,497
17023532,17-04-2019,15-07-2019,246,1,246,,18.87,USD,NWI,500
17023533,17-04-2019,15-06-2019,720,1,720,,48.64,USD,NWI,269
17023533,17-04-2019,15-06-2019,428,1,428,,14.51,USD,NWI,265
17023534,17-04-2019,12-06-2019,1184,1,1184,,,USD,NWI,267
17023535,17-04-2019,12-06-2019,951,1,951,,13.74,USD,Tomas Rebicek,479
17023535,17-04-2019,12-06-2019,1200,1,1200,,13.74,USD,Tomas Rebicek,478
17023537,07-05-2019,20-06-2019,3333,1,3333,,4.66,USD,US Nonwovens,248
17023537,07-05-2019,20-06-2019,3333,1,3333,,4.66,USD,US Nonwovens,249
17023538,07-05-2019,27-06-2019,3333,1,3333,,4.66,USD,US Nonwovens,248
17023538,07-05-2019,27-06-2019,3333,1,3333,,4.66,USD,US Nonwovens,249
17023539,07-05-2019,28-06-2019,1600,1,1600,,10.7,USD,International Wholesale,287
17023539,07-05-2019,28-06-2019,1800,1,1800,,10.7,USD,International Wholesale,286
17023572,07-02-2019,03-04-2019,3480,1,3480,,8.96,USD,NWI,285
17023572,07-02-2019,03-04-2019,756,1,756,,18.9,USD,NWI,283
17023623,08-02-2019,16-04-2019,576,1,576,,43.05,USD,Thornton,158
17023633,22-02-2019,02-05-2019,2640,1,2640,,8.96,USD,NWI,285
17023633,22-02-2019,02-05-2019,432,1,432,,55.4,USD,NWI,256
17023633,22-02-2019,02-05-2019,252,1,252,,18.9,USD,NWI,283
17023633,22-02-2019,02-05-2019,180,1,180,,77.18,USD,NWI,339
17023634,22-02-2019,23-04-2019,420,1,420,,41.08,USD,NWI,266
17023634,22-02-2019,23-04-2019,480,1,480,,48.64,USD,NWI,269
17023634,22-02-2019,23-04-2019,210,1,210,,21.11,USD,NWI,272
17023635,22-02-2019,23-04-2019,500,1,500,,38.22,USD,NWI,267
17023635,22-02-2019,23-04-2019,720,1,720,,12.57,USD,NWI,270
17023635,17-04-2019,23-04-2019,800,1,800,,,USD,NWI,271
17023636,22-02-2019,03-04-2019,416,1,416,,38.22,USD,NWI,267
17023636,22-02-2019,03-04-2019,1600,1,1600,,15.53,USD,NWI,271
17023637,22-02-2019,08-04-2019,896,1,896,,38.22,USD,NWI,267
17023637,22-02-2019,08-04-2019,192,1,192,,48.64,USD,NWI,269
17023641,04-03-2019,02-05-2019,252,1,252,,18.9,USD,NWI,283
17023641,04-03-2019,02-05-2019,360,1,360,,10.71,USD,NWI,280
17023641,04-03-2019,02-05-2019,192,1,192,,45.49,USD,NWI,338
17023641,04-03-2019,02-05-2019,172,1,172,,77.18,USD,NWI,339
17023641,04-03-2019,02-05-2019,3300,1,3300,,7.68,USD,NWI,17
17023642,04-03-2019,07-05-2019,695,1,695,,60.48,USD,Apeiron,55
17023643,05-03-2019,06-05-2019,134,1,134,,2.56,USD,Tomas Rebicek,461
17023643,05-03-2019,06-05-2019,250,1,250,,2.29,USD,Tomas Rebicek,479
17023643,05-03-2019,06-05-2019,348,1,348,,2.29,USD,Tomas Rebicek,478
17023644,05-03-2019,06-05-2019,280,1,280,,2.2,USD,Tomas Rebicek,451
17023645,05-03-2019,26-06-2019,51,1,51,,116.6,USD,Auromere Inc,25
17023645,05-03-2019,26-06-2019,30,1,30,,305,USD,Auromere Inc,56
17023645,05-03-2019,26-06-2019,30,1,30,,305,USD,Auromere Inc,29
17023645,05-03-2019,26-06-2019,30,1,30,,305,USD,Auromere Inc,32
17023645,05-03-2019,26-06-2019,30,1,30,,305,USD,Auromere Inc,28
17023646,14-03-2019,14-05-2019,500,1,500,,48.64,USD,NWI,269
17023646,14-03-2019,14-05-2019,1100,1,1100,,15.53,USD,NWI,271
17023647L1,14-03-2019,29-04-2019,600,1,600,,38.22,USD,NWI,267
17023647L2,14-03-2019,29-04-2019,600,1,600,,38.22,USD,NWI,267
17023648,14-03-2019,06-05-2019,1200,1,1200,,38.22,USD,NWI,267
17023649,14-03-2019,09-05-2019,800,1,800,,48.64,USD,NWI,269
17023649,14-03-2019,09-05-2019,200,1,200,,23.97,USD,NWI,273
17023651,15-03-2019,13-05-2019,1850,1,1850,,15.4,USD,NWI,268
17023652,15-03-2019,13-05-2019,448,1,448,,41.08,USD,NWI,266
17023652,15-03-2019,13-05-2019,216,1,216,,21.11,USD,NWI,272
17023652,15-03-2019,13-05-2019,276,1,276,,14.36,USD,NWI,281
17023652,15-03-2019,13-05-2019,224,1,224,,45.49,USD,NWI,338
17023652,15-03-2019,13-05-2019,180,1,180,,77.18,USD,NWI,339
17023656,15-03-2019,14-05-2019,86,1,86,,14.54,USD,LASCO,310
17023656,15-03-2019,14-05-2019,538,1,538,,22.32,USD,LASCO,308
17023656,15-03-2019,14-05-2019,267,1,267,,16.13,USD,LASCO,315
17023656,15-03-2019,14-05-2019,961,1,961,,24.77,USD,LASCO,313
17023656,15-03-2019,14-05-2019,425,1,425,,28.42,USD,LASCO,317
17023656,15-03-2019,14-05-2019,850,1,850,,31.49,USD,LASCO,318
17023656,15-03-2019,14-05-2019,200,1,200,,15.1,USD,LASCO,311
17023658,15-03-2019,06-06-2019,524,1,524,,14.54,USD,LASCO,310
17023658,15-03-2019,06-06-2019,450,1,450,,22.32,USD,LASCO,308
17023658,15-03-2019,06-06-2019,600,1,600,,16.13,USD,LASCO,315
17023658,15-03-2019,06-06-2019,400,1,400,,24.77,USD,LASCO,313
17023658,15-03-2019,06-06-2019,601,1,601,,28.42,USD,LASCO,317
17023658,15-03-2019,06-06-2019,500,1,500,,31.49,USD,LASCO,318
17023658,15-03-2019,06-06-2019,133,1,133,,15.1,USD,LASCO,311
17023668,04-04-2019,04-06-2019,448,1,448,,41.08,USD,NWI,266
17023668,17-04-2019,04-06-2019,300,1,300,,,USD,NWI,267
17023668,04-04-2019,04-06-2019,0,1,0,,15.53,USD,NWI,271
17023668,04-04-2019,04-06-2019,360,1,360,,14.51,USD,NWI,265
17023668,04-04-2019,04-06-2019,432,1,432,,55.4,USD,NWI,256
17023668,04-04-2019,04-06-2019,360,1,360,,10.71,USD,NWI,280
17023669,05-04-2019,05-06-2019,1650,1,1650,,8.96,USD,NWI,285
17023669,05-04-2019,05-06-2019,320,1,320,,45.49,USD,NWI,338
17023669,05-04-2019,05-06-2019,347,1,347,,77.18,USD,NWI,339
17023670,05-04-2019,10-07-2019,1127,1,1127,,43.05,USD,Thornton,159
17023671,05-04-2019,20-05-2019,1500,1,1500,,,USD,"NAWI ZAMAN , AFGHANISTAN",114
17023671,05-04-2019,20-05-2019,1000,1,1000,,,USD,"NAWI ZAMAN , AFGHANISTAN",132
17023678,27-02-2019,01-05-2019,280,1,280,,61,USD,NWI,260
17023678,27-02-2019,01-05-2019,198,1,198,,65.76,USD,NWI,262
17023678,27-02-2019,01-05-2019,540,1,540,,17.51,USD,NWI,263
17023678,27-02-2019,01-05-2019,216,1,216,,27.91,USD,NWI,264
17023678,27-02-2019,01-05-2019,200,1,200,,17.67,USD,NWI,259
17023678,27-02-2019,01-05-2019,216,1,216,,16.99,USD,NWI,67
17023679,27-02-2019,06-05-2019,736,1,736,,,USD,NWI,267
17023679,27-02-2019,06-05-2019,270,1,270,,,USD,NWI,265
17023679,27-02-2019,06-05-2019,840,1,840,,,USD,NWI,285
17023679,27-02-2019,06-05-2019,216,1,216,,55.4,USD,NWI,256
17023772,29-03-2019,24-06-2019,280,1,280,,105,USD,Auromere Inc,24
17023825,10-04-2019,11-06-2019,280,1,280,,61,USD,NWI,260
17023825,10-04-2019,11-06-2019,192,1,192,,65.76,USD,NWI,262
17023825,10-04-2019,11-06-2019,701,1,701,,17.51,USD,NWI,263
17023825,10-04-2019,11-06-2019,400,1,400,,28.4,USD,NWI,254
17023833,23-04-2019,27-06-2019,720,1,720,,8.96,USD,NWI,285
17023833,23-04-2019,27-06-2019,432,1,432,,55.4,USD,NWI,256
17023833,23-04-2019,27-06-2019,80,1,80,,29.5,USD,NWI,250
17023833,23-04-2019,27-06-2019,320,1,320,,45.49,USD,NWI,338
17023833,23-04-2019,27-06-2019,360,1,360,,77.18,USD,NWI,339
17023838,10-05-2019,04-07-2019,556,1,556,,44.64,USD,Market Wise,302
17023838,10-05-2019,04-07-2019,139,1,139,,44.64,USD,Market Wise,303
17023839,10-05-2019,29-07-2019,576,1,576,,43.05,USD,Thornton,158
17023840,10-05-2019,23-07-2019,696,1,696,,36,USD,Thornton,161
17023841,17-05-2019,18-07-2019,1500,1,1500,,9.36,USD,United Exchange Corporation,294
17023842,17-05-2019,08-07-2019,7000,1,7000,,7.68,USD,NWI,16
17023843,17-05-2019,11-07-2019,973,1,973,,17.39,USD,Bigcorp,369
17023844,21-05-2019,22-07-2019,1152,1,1152,,38.22,USD,NWI,267
17023845,21-05-2019,23-07-2019,816,1,816,,48.64,USD,NWI,269
17023845,21-05-2019,23-07-2019,192,1,192,,14.36,USD,NWI,281
17023845,21-05-2019,23-07-2019,240,1,240,,14.36,USD,NWI,284
17023850,27-05-2019,22-07-2019,2700,1,2700,,22.56,USD,Keefe,70
17023872,09-04-2019,23-05-2019,0,1,0,,35.41,USD,NWI,498
17023872,09-04-2019,23-05-2019,375,1,375,,,USD,NWI,499
17023872,09-04-2019,23-05-2019,1527,1,1527,,11.27,USD,NWI,497
17023872,09-04-2019,23-05-2019,0,1,0,,18.87,USD,NWI,500
17023873,09-04-2019,05-06-2019,263,1,263,,,USD,NWI,498
17023873,09-04-2019,05-06-2019,717,1,717,,44.91,USD,NWI,499
17023874,09-04-2019,04-07-2019,1193,1,1193,,35.41,USD,NWI,498
17023874,09-04-2019,04-07-2019,0,1,0,,44.91,USD,NWI,499
17023875,09-04-2019,09-07-2019,927,1,927,,35.41,USD,NWI,498
17023875,09-04-2019,09-07-2019,328,1,328,,,USD,NWI,500
17023880,19-04-2019,10-06-2019,1500,1,1500,,9.36,USD,United Exchange Corporation,294
17023881,19-04-2019,13-06-2019,417,1,417,,17.71,USD,Karsten Intl ,1
17023882,26-04-2019,04-07-2019,695,1,695,,26.1,USD,Dtales,481
17023884,04-05-2019,11-07-2019,308,1,308,,61,USD,NWI,260
17023884,04-05-2019,11-07-2019,648,1,648,,17.51,USD,NWI,263
17023884,04-05-2019,11-07-2019,288,1,288,,27.91,USD,NWI,264
17023884,04-05-2019,11-07-2019,200,1,200,,17.67,USD,NWI,259
17023884,04-05-2019,11-07-2019,200,1,200,,17.7,USD,NWI,261
17023885,04-05-2019,11-07-2019,1782,1,1782,,12.57,USD,NWI,270
17023885,04-05-2019,11-07-2019,432,1,432,,55.4,USD,NWI,256
17023885,04-05-2019,11-07-2019,336,1,336,,18.9,USD,NWI,283
17023888,20-05-2019,18-07-2019,7001,1,7001,,7.68,USD,NWI,17
17023923,11-04-2019,11-06-2019,864,1,864,,12.57,USD,NWI,270
17023923,11-04-2019,11-06-2019,3240,1,3240,,8.96,USD,NWI,285
17023924,12-04-2019,21-06-2019,1600,1,1600,,26.4,USD,"NAWI ZAMAN , AFGHANISTAN",114
17023924,12-04-2019,21-06-2019,1252,1,1252,,25.3,USD,"NAWI ZAMAN , AFGHANISTAN",132
17023933,17-05-2019,07-07-2019,180,1,180,,,USD,West Indies,387
17023974,25-04-2019,04-07-2019,350,1,350,,67.68,USD,Kerala Nature,349
17023975,25-04-2019,12-06-2019,658,1,658,,25.56,USD,Karsten Intl ,146
17023975,25-04-2019,12-06-2019,506,1,506,,25.92,USD,Karsten Intl ,300
17024023,10-05-2019,20-06-2019,6889,1,6889,,7.68,USD,NWI,17
17024024,13-05-2019,25-06-2019,300,1,300,,,USD,Qatar,76
17024024,13-05-2019,25-06-2019,231,1,231,,,USD,Qatar,74
17024024,13-05-2019,25-06-2019,400,1,400,,,USD,Qatar,75
17024024,13-05-2019,25-06-2019,175,1,175,,,USD,Qatar,77
17024024,13-05-2019,25-06-2019,150,1,150,,,USD,Qatar,135
17024024,13-05-2019,25-06-2019,110,1,110,,,USD,Qatar,106
17024024,13-05-2019,25-06-2019,1800,1,1800,,,USD,Qatar,119
25090001,03-06-2019,14-07-2019,513,1,513,,,USD,Olman LLC,350
25090001,03-06-2019,14-07-2019,588,1,588,,,USD,Olman LLC,107
25090003,06-06-2019,01-08-2019,500,1,500,,23,USD,NWI,65
25090003,06-06-2019,01-08-2019,850,1,850,,31.14,USD,NWI,64
25090004,06-06-2019,01-08-2019,336,1,336,,18.9,USD,NWI,283
25090004,06-06-2019,01-08-2019,544,1,544,,45.49,USD,NWI,338
25090004,06-06-2019,01-08-2019,360,1,360,,77.18,USD,NWI,339
25090005,06-06-2019,02-08-2019,336,1,336,,61,USD,NWI,260
25090005,06-06-2019,02-08-2019,252,1,252,,65.76,USD,NWI,262
25090005,06-06-2019,02-08-2019,350,1,350,,17.67,USD,NWI,259
25090005,06-06-2019,02-08-2019,400,1,400,,28.4,USD,NWI,254
25090006,06-06-2019,01-08-2019,237,0,,,25.2,USD,Uragme Srl,244
25090006,06-06-2019,01-08-2019,981,0,,,19.62,USD,Uragme Srl,246
25090008,11-06-2019,05-08-2019,864,1,864,,12.57,USD,NWI,270
25090008,11-06-2019,05-08-2019,560,1,560,,15.53,USD,NWI,271
25090008,11-06-2019,05-08-2019,780,1,780,,15.4,USD,NWI,268
25090009,11-06-2019,14-08-2019,672,1,672,,41.08,USD,NWI,266
25090009,11-06-2019,14-08-2019,540,1,540,,14.51,USD,NWI,265
25090009,11-06-2019,14-08-2019,504,1,504,,55.4,USD,NWI,256
25090010,11-06-2019,06-08-2019,350,1,350,,67.68,USD,Kerala Nature,349
25090051,11-06-2019,20-08-2019,2700,1,2700,,22.56,USD,Keefe,70
25090100,07-06-2019,22-07-2019,616,1,616,,105,USD,Auromere Inc,24
25090101,07-06-2019,02-09-2019,144,0,,,185,USD,Auromere Inc,39
25090101,07-06-2019,02-09-2019,216,0,,,180,USD,Auromere Inc,52
25090101,07-06-2019,02-09-2019,432,0,,,179,USD,Auromere Inc,48
25090150,14-06-2019,12-08-2019,336,1,336,,21.11,USD,NWI,272
25090150,14-06-2019,12-08-2019,600,1,600,,15.4,USD,NWI,268
25090150,14-06-2019,12-08-2019,2160,1,2160,,8.96,USD,NWI,285
25090151,14-06-2019,06-08-2019,240,1,240,,24.72,USD,Tomas Rebicek,468
25090151,14-06-2019,06-08-2019,348,1,348,,13.74,USD,Tomas Rebicek,479
25090151,14-06-2019,06-08-2019,116,1,116,,49.68,USD,Tomas Rebicek,469
25090152,14-06-2019,06-08-2019,348,1,348,,13.68,USD,Tomas Rebicek,141
25090202,22-06-2019,16-09-2019,1154,0,,,43.05,USD,Thornton,159
25090203,22-06-2019,14-08-2019,7000,1,7000,,7.68,USD,NWI,17
25090350,19-06-2019,05-08-2019,827,1,827,,14.54,USD,LASCO,310
25090350,19-06-2019,05-08-2019,200,1,200,,22.32,USD,LASCO,308
25090350,19-06-2019,05-08-2019,200,1,200,,16.13,USD,LASCO,315
25090350,19-06-2019,05-08-2019,200,1,200,,28.42,USD,LASCO,317
25090351,19-06-2019,07-10-2019,980,0,,,14.54,USD,LASCO,310
25090351,19-06-2019,07-10-2019,490,0,,,22.32,USD,LASCO,308
25090351,19-06-2019,07-10-2019,529,0,,,16.13,USD,LASCO,315
25090351,19-06-2019,07-10-2019,390,0,,,24.77,USD,LASCO,313
25090351,19-06-2019,07-10-2019,640,0,,,28.42,USD,LASCO,317
25090351,19-06-2019,07-10-2019,505,0,,,15.1,USD,LASCO,311
25090500,26-06-2019,09-10-2019,1705,0,,,35.41,USD,NWI,498
25090500,26-06-2019,09-10-2019,884,0,,,44.91,USD,NWI,499
25090500,26-06-2019,09-10-2019,1145,0,,,11.27,USD,NWI,497
25090500,26-06-2019,09-10-2019,246,0,,,18.87,USD,NWI,500
25090502,28-06-2019,20-08-2019,100,0,,,180,USD,Abazeer,43
25090503,28-06-2019,01-08-2019,3340,1,3340,,9,USD,Outiprix,426
25090553,03-07-2019,13-08-2019,1100,1,1100,,15.5,USD,Dynarex,152
25090553,03-07-2019,13-08-2019,220,1,220,,21.25,USD,Dynarex,153
25090601,03-07-2019,20-08-2019,1001,1,1001,,16,USD,Karsten Intl ,504
25090602,04-07-2019,02-09-2019,624,0,,,48.64,USD,NWI,269
25090602,04-07-2019,02-09-2019,672,0,,,18.9,USD,NWI,283
25090602,04-07-2019,02-09-2019,360,0,,,10.71,USD,NWI,280
25090603,04-07-2019,02-09-2019,336,0,,,21.11,USD,NWI,272
25090603,04-07-2019,02-09-2019,336,0,,,23.97,USD,NWI,273
25090603,04-07-2019,02-09-2019,700,0,,,15.4,USD,NWI,268
25090603,04-07-2019,02-09-2019,500,0,,,21.17,USD,NWI,278
25090604,04-07-2019,03-09-2019,864,0,,,12.57,USD,NWI,270
25090604,04-07-2019,03-09-2019,320,0,,,45.49,USD,NWI,338
25090604,04-07-2019,03-09-2019,360,0,,,77.18,USD,NWI,339
25090702,10-07-2019,02-09-2019,695,0,,,59.76,USD,Apeiron,21
25090703,10-07-2019,09-09-2019,280,0,,,61,USD,NWI,260
25090703,10-07-2019,09-09-2019,306,0,,,65.76,USD,NWI,262
25090703,10-07-2019,09-09-2019,288,0,,,27.91,USD,NWI,264
25090703,10-07-2019,09-09-2019,200,0,,,17.67,USD,NWI,259
25090703,10-07-2019,09-09-2019,200,0,,,17.7,USD,NWI,261
25090752,29-07-2019,15-09-2019,350,0,,,,USD,Qatar,76
25090752,29-07-2019,15-09-2019,348,0,,,,USD,Qatar,74
25090752,29-07-2019,15-09-2019,575,0,,,,USD,Qatar,75
25090752,29-07-2019,15-09-2019,441,0,,,,USD,Qatar,77
25090752,29-07-2019,15-09-2019,457,0,,,,USD,Qatar,135
25090752,29-07-2019,15-09-2019,1200,0,,,,USD,Qatar,119
25090800,12-07-2019,03-09-2019,704,0,,,41.08,USD,NWI,266
25090800,12-07-2019,03-09-2019,540,0,,,14.51,USD,NWI,265
25090800,12-07-2019,03-09-2019,200,0,,,37,USD,NWI,279
25090800,12-07-2019,03-09-2019,160,0,,,14.36,USD,NWI,284
25090801,12-07-2019,09-09-2019,1152,0,,,38.22,USD,NWI,267
25090852,17-07-2019,31-08-2019,100,0,,,172.8,USD,West Indies,387
25090900,17-07-2019,10-09-2019,417,0,,,29.38,USD,Karsten Intl ,145
25090901,17-07-2019,16-09-2019,420,0,,,24.72,USD,Tomas Rebicek,468
25090901,17-07-2019,16-09-2019,362,0,,,13.74,USD,Tomas Rebicek,479
25090901,17-07-2019,16-09-2019,223,0,,,13.74,USD,Tomas Rebicek,478
25090953,25-07-2019,01-10-2019,280,0,,,61,USD,NWI,260
25090953,25-07-2019,01-10-2019,198,0,,,65.76,USD,NWI,262
25090953,25-07-2019,01-10-2019,486,0,,,17.51,USD,NWI,263
25090953,25-07-2019,01-10-2019,200,0,,,17.67,USD,NWI,259
25090953,25-07-2019,01-10-2019,400,0,,,28.4,USD,NWI,254
25090954,02-08-2019,02-10-2019,1152,0,,,38.22,USD,NWI,267
25090955,02-08-2019,02-10-2019,720,0,,,48.64,USD,NWI,269
25090955,02-08-2019,02-10-2019,576,0,,,12.57,USD,NWI,270
25090958,12-08-2019,11-09-2019,800,0,,,38.22,USD,NWI,267
25090958,12-08-2019,11-09-2019,792,0,,,21.17,USD,NWI,278
25091002,23-07-2019,23-09-2019,560,0,,,15.53,USD,NWI,271
25091002,23-07-2019,23-09-2019,336,0,,,21.11,USD,NWI,272
25091002,23-07-2019,23-09-2019,336,0,,,23.97,USD,NWI,273
25091002,23-07-2019,23-09-2019,192,0,,,14.36,USD,NWI,281
25091002,23-07-2019,23-09-2019,504,0,,,18.9,USD,NWI,283
25091002,23-07-2019,23-09-2019,360,0,,,10.71,USD,NWI,280
25091003,23-07-2019,23-09-2019,600,0,,,48.64,USD,NWI,269
25091003,23-07-2019,23-09-2019,900,0,,,12.57,USD,NWI,270
25091054,12-08-2019,11-09-2019,7000,0,,,7.68,USD,NWI,16
25091055,12-08-2019,08-10-2019,672,0,,,41.08,USD,NWI,266
25091055,12-08-2019,08-10-2019,336,0,,,21.11,USD,NWI,272
25091055,12-08-2019,08-10-2019,1300,0,,,7.68,USD,NWI,16
25091100,24-07-2019,19-08-2019,1860,1,1860,,,USD,NWI,268
25091101,09-08-2019,07-10-2019,792,0,,,12.57,USD,NWI,270
25091101,09-08-2019,07-10-2019,384,0,,,45.49,USD,NWI,338
25091101,09-08-2019,07-10-2019,324,0,,,77.18,USD,NWI,339
25091102,09-08-2019,21-10-2019,150,0,,,44.91,USD,NWI,499
25091102,09-08-2019,21-10-2019,1470,0,,,11.27,USD,NWI,497
25091102,09-08-2019,21-10-2019,480,0,,,18.87,USD,NWI,500
25091103,09-08-2019,08-10-2019,348,0,,,26.1,USD,NWI,58
25091150,26-07-2019,16-09-2019,7000,0,,,7.68,USD,NWI,17
25091153,01-08-2019,14-09-2019,115,0,,,44.4,USD,"Tahi Pacific, Fiji",452
25091153,01-08-2019,14-09-2019,275,0,,,44.4,USD,"Tahi Pacific, Fiji",457
25091153,01-08-2019,14-09-2019,255,0,,,44.4,USD,"Tahi Pacific, Fiji",475
25091153,01-08-2019,14-09-2019,115,0,,,44.4,USD,"Tahi Pacific, Fiji",455
25091153,01-08-2019,14-09-2019,160,0,,,44.4,USD,"Tahi Pacific, Fiji",453
25091155,06-08-2019,07-10-2019,364,0,,,61,USD,NWI,260
25091155,06-08-2019,07-10-2019,1080,0,,,17.51,USD,NWI,263
25091155,06-08-2019,07-10-2019,250,0,,,17.67,USD,NWI,259
25091155,06-08-2019,07-10-2019,288,0,,,19.66,USD,NWI,277
25091156,08-08-2019,02-10-2019,650,0,,,24.4,USD,Uragme Srl,142
25091201,31-07-2019,01-10-2019,105,0,,,52.8,USD,Kerala Nature,353
25091201,31-07-2019,01-10-2019,350,0,,,67.68,USD,Kerala Nature,349
25091254,22-08-2019,14-10-2019,420,0,,,24.72,USD,Tomas Rebicek,468
25091254,22-08-2019,14-10-2019,583,0,,,13.74,USD,Tomas Rebicek,479
25091255,22-08-2019,07-10-2019,500,0,,,24.95,USD,Karsten Intl ,300
25091256,22-08-2019,07-10-2019,1100,0,,,9.36,USD,United Exchange Corporation,294
25091256,22-08-2019,07-10-2019,800,0,,,8.64,USD,United Exchange Corporation,299
25091257,22-08-2019,13-01-2020,1154,0,,,43.05,USD,Thornton,159
